Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2012,City Capital Projects,PUC Wastewater Enterprise,417004.91,1048262.34,-0.60219413205286
2011,City Capital Projects,PUC Wastewater Enterprise,1048262.34,1111257.76,-0.0566883960387373
2010,City Capital Projects,PUC Wastewater Enterprise,1111257.76,858307.27,0.294708548839392
2009,City Capital Projects,PUC Wastewater Enterprise,858307.27,945341.19,-0.092066145980585
2008,City Capital Projects,PUC Wastewater Enterprise,945341.19,684193.4,0.381687093152316
2007,City Capital Projects,PUC Wastewater Enterprise,684193.4,342057.68,1.0002281486561
2006,City Capital Projects,PUC Wastewater Enterprise,342057.68,92511.02,2.69748036504192
2005,City Capital Projects,PUC Wastewater Enterprise,92511.02,56781.77,0.629238045943267
2004,City Capital Projects,PUC Wastewater Enterprise,56781.77,218549.99,-0.74018864059431
2003,City Capital Projects,PUC Wastewater Enterprise,218549.99,55996.16,2.90294602344161
2002,City Capital Projects,PUC Wastewater Enterprise,55996.16,7500,6.46615466666667
2001,City Capital Projects,PUC Wastewater Enterprise,7500,NA,NA
2015,Debt Service,PUC Wastewater Enterprise,9500,NA,NA
2011,Engineering & Environmental,PUC Wastewater Enterprise,2177.44,2068.77,0.0525287973046787
2010,Engineering & Environmental,PUC Wastewater Enterprise,2068.77,10532.13,-0.803575345158102
2009,Engineering & Environmental,PUC Wastewater Enterprise,10532.13,28770.66,-0.633928105924577
2008,Engineering & Environmental,PUC Wastewater Enterprise,28770.66,NA,NA
2007,Environmental Regulation And Management,PUC Wastewater Enterprise,0.490000000000014,NA,NA
2005,General Management,PUC Wastewater Enterprise,-0.139999999999978,NA,NA
2015,Hetch Hetchy Capital Projects,PUC Wastewater Enterprise,8645.63,45231.01,-0.80885613653111
2014,Hetch Hetchy Capital Projects,PUC Wastewater Enterprise,45231.01,712.75,62.459852683269
2013,Hetch Hetchy Capital Projects,PUC Wastewater Enterprise,712.75,NA,NA
2011,Hetch Hetchy Capital Projects,PUC Wastewater Enterprise,32627.02,31262.84,0.0436358309097958
2010,Hetch Hetchy Capital Projects,PUC Wastewater Enterprise,31262.84,32265.45,-0.0310737956544849
2009,Hetch Hetchy Capital Projects,PUC Wastewater Enterprise,32265.45,3401.02,8.48699213765282
2008,Hetch Hetchy Capital Projects,PUC Wastewater Enterprise,3401.02,622.02,4.46770200315102
2007,Hetch Hetchy Capital Projects,PUC Wastewater Enterprise,622.02,NA,NA
2003,Hetch Hetchy Capital Projects,PUC Wastewater Enterprise,27.06,NA,NA
2012,MRD-Construction Division (Const),PUC Wastewater Enterprise,4343.11,15221.31,-0.714669105352956
2011,MRD-Construction Division (Const),PUC Wastewater Enterprise,15221.31,7807.17,0.949657814547397
2010,MRD-Construction Division (Const),PUC Wastewater Enterprise,7807.17,49633.3,-0.842702983682326
2009,MRD-Construction Division (Const),PUC Wastewater Enterprise,49633.3,NA,NA
2010,Mapping,PUC Wastewater Enterprise,2038.14,-458.72,-5.44310254621556
2009,Mapping,PUC Wastewater Enterprise,-458.72,458.72,-2
2008,Mapping,PUC Wastewater Enterprise,458.72,163.29,1.80923510319064
2007,Mapping,PUC Wastewater Enterprise,163.29,NA,NA
2005,Mapping,PUC Wastewater Enterprise,203.05,NA,NA
2003,Mapping,PUC Wastewater Enterprise,6901.61,NA,NA
2016,No Program Defined,PUC Wastewater Enterprise,561.39,1247.38,-0.549944684057785
2015,No Program Defined,PUC Wastewater Enterprise,1247.38,887.39,0.405672815785619
2014,No Program Defined,PUC Wastewater Enterprise,887.39,4309137.08,-0.99979406781833
2013,No Program Defined,PUC Wastewater Enterprise,4309137.08,1467.49,2935.39962112178
2012,No Program Defined,PUC Wastewater Enterprise,1467.49,2236874.3,-0.999343955089474
2011,No Program Defined,PUC Wastewater Enterprise,2236874.3,462.58,4834.64853646937
2010,No Program Defined,PUC Wastewater Enterprise,462.58,974.35,-0.525242469338533
2009,No Program Defined,PUC Wastewater Enterprise,974.35,1690.25,-0.423546812601686
2008,No Program Defined,PUC Wastewater Enterprise,1690.25,930.65,0.816203728576801
2007,No Program Defined,PUC Wastewater Enterprise,930.65,1261.55,-0.262296381435536
2006,No Program Defined,PUC Wastewater Enterprise,1261.55,1277.87,-0.0127712521617997
2005,No Program Defined,PUC Wastewater Enterprise,1277.87,190.41,5.71114962449451
2004,No Program Defined,PUC Wastewater Enterprise,190.41,1499.66,-0.87303122040996
2003,No Program Defined,PUC Wastewater Enterprise,1499.66,647.05,1.3176879684723
2002,No Program Defined,PUC Wastewater Enterprise,647.05,1783.63,-0.637228573190628
2001,No Program Defined,PUC Wastewater Enterprise,1783.63,1676.89,0.0636535491296388
2000,No Program Defined,PUC Wastewater Enterprise,1676.89,-306257.18,-1.00547543081276
1999,No Program Defined,PUC Wastewater Enterprise,-306257.18,NA,NA
2016,Strategic Planning/Compliance,PUC Wastewater Enterprise,1592966.91,3889215.66,-0.590414353623167
2015,Strategic Planning/Compliance,PUC Wastewater Enterprise,3889215.66,4037011.08,-0.0366101100718306
2014,Strategic Planning/Compliance,PUC Wastewater Enterprise,4037011.08,3819578.15,0.0569259016208374
2013,Strategic Planning/Compliance,PUC Wastewater Enterprise,3819578.15,2232398.81,0.71097481905574
2012,Strategic Planning/Compliance,PUC Wastewater Enterprise,2232398.81,1729002.67,0.291148272200181
2011,Strategic Planning/Compliance,PUC Wastewater Enterprise,1729002.67,2086650.83,-0.171398182608252
2010,Strategic Planning/Compliance,PUC Wastewater Enterprise,2086650.83,NA,NA
2016,Wastewater Capital Projects,PUC Wastewater Enterprise,11609032.95,80721338.1,-0.856183839078356
2015,Wastewater Capital Projects,PUC Wastewater Enterprise,80721338.1,36654654.17,1.20221251374038
2014,Wastewater Capital Projects,PUC Wastewater Enterprise,36654654.17,103513038.53,-0.645893360966534
2013,Wastewater Capital Projects,PUC Wastewater Enterprise,103513038.53,57300257.76,0.806502144607456
2012,Wastewater Capital Projects,PUC Wastewater Enterprise,57300257.76,25910663.93,1.21145463176095
2011,Wastewater Capital Projects,PUC Wastewater Enterprise,25910663.93,NA,NA
2016,Wastewater Collection,PUC Wastewater Enterprise,15068899.17,28964988.66,-0.479754701550779
2015,Wastewater Collection,PUC Wastewater Enterprise,28964988.66,29143199.78,-0.00611501555578332
2014,Wastewater Collection,PUC Wastewater Enterprise,29143199.78,30805833.38,-0.0539713884539616
2013,Wastewater Collection,PUC Wastewater Enterprise,30805833.38,32166128.76,-0.0422896827327132
2012,Wastewater Collection,PUC Wastewater Enterprise,32166128.76,31208901.99,0.0306715939672187
2011,Wastewater Collection,PUC Wastewater Enterprise,31208901.99,29431987.01,0.060373598948527
2010,Wastewater Collection,PUC Wastewater Enterprise,29431987.01,29394199.18,0.00128555398868335
2009,Wastewater Collection,PUC Wastewater Enterprise,29394199.18,24587597.26,0.195488882836858
2008,Wastewater Collection,PUC Wastewater Enterprise,24587597.26,25366945.01,-0.0307229644599604
2007,Wastewater Collection,PUC Wastewater Enterprise,25366945.01,20194466.06,0.256133484026366
2006,Wastewater Collection,PUC Wastewater Enterprise,20194466.06,NA,NA
2016,Wastewater Disposal,PUC Wastewater Enterprise,1965195.68,3158270.93,-0.377762160512303
2015,Wastewater Disposal,PUC Wastewater Enterprise,3158270.93,3357880.22,-0.0594450298766168
2014,Wastewater Disposal,PUC Wastewater Enterprise,3357880.22,3356346.77,0.000456880681610913
2013,Wastewater Disposal,PUC Wastewater Enterprise,3356346.77,3386370.79,-0.00886613482748579
2012,Wastewater Disposal,PUC Wastewater Enterprise,3386370.79,3221036.24,0.0513296149688772
2011,Wastewater Disposal,PUC Wastewater Enterprise,3221036.24,3429538.18,-0.0607959232575158
2010,Wastewater Disposal,PUC Wastewater Enterprise,3429538.18,9747196.91,-0.648151339132021
2009,Wastewater Disposal,PUC Wastewater Enterprise,9747196.91,3057751.46,2.18770084407056
2008,Wastewater Disposal,PUC Wastewater Enterprise,3057751.46,2496191.38,0.224966757156256
2007,Wastewater Disposal,PUC Wastewater Enterprise,2496191.38,NA,NA
2016,Wastewater Operations,PUC Wastewater Enterprise,176949771.08,184880599.05,-0.0428970265714855
2015,Wastewater Operations,PUC Wastewater Enterprise,184880599.05,142752834.89,0.295109825261699
2014,Wastewater Operations,PUC Wastewater Enterprise,142752834.89,455623614.02,-0.68668692645124
2013,Wastewater Operations,PUC Wastewater Enterprise,455623614.02,148246072.47,2.07342789207588
2012,Wastewater Operations,PUC Wastewater Enterprise,148246072.47,167295907.93,-0.113869105919619
2011,Wastewater Operations,PUC Wastewater Enterprise,167295907.93,328493350.06,-0.490717520158496
2010,Wastewater Operations,PUC Wastewater Enterprise,328493350.06,236238630.74,0.39051495951792
2009,Wastewater Operations,PUC Wastewater Enterprise,236238630.74,196765176.2,0.200611994979628
2008,Wastewater Operations,PUC Wastewater Enterprise,196765176.2,248798915.09,-0.209139733873749
2007,Wastewater Operations,PUC Wastewater Enterprise,248798915.09,130036114.52,0.913306284245627
2006,Wastewater Operations,PUC Wastewater Enterprise,130036114.52,294342460.7,-0.558214896312444
2005,Wastewater Operations,PUC Wastewater Enterprise,294342460.7,275712241.27,0.0675712450930163
2004,Wastewater Operations,PUC Wastewater Enterprise,275712241.27,268389509.65,0.0272839710819896
2003,Wastewater Operations,PUC Wastewater Enterprise,268389509.65,335338321.12,-0.199645573599811
2002,Wastewater Operations,PUC Wastewater Enterprise,335338321.12,347296314.6,-0.0344316739835627
2001,Wastewater Operations,PUC Wastewater Enterprise,347296314.6,316014903.76,0.098987137846375
2000,Wastewater Operations,PUC Wastewater Enterprise,316014903.76,254450347.21,0.241951159528936
1999,Wastewater Operations,PUC Wastewater Enterprise,254450347.21,NA,NA
2008,Wastewater Pumping,PUC Wastewater Enterprise,703554.73,1355508.08,-0.480966037472827
2007,Wastewater Pumping,PUC Wastewater Enterprise,1355508.08,NA,NA
2016,Wastewater Treatment,PUC Wastewater Enterprise,36785736.96,69085898.36,-0.467536243528121
2015,Wastewater Treatment,PUC Wastewater Enterprise,69085898.36,67746969.48,0.0197636719439571
2014,Wastewater Treatment,PUC Wastewater Enterprise,67746969.48,66387764.82,0.0204737222842985
2013,Wastewater Treatment,PUC Wastewater Enterprise,66387764.82,64864188.87,0.023488707352119
2012,Wastewater Treatment,PUC Wastewater Enterprise,64864188.87,61049498.34,0.0624852068194733
2011,Wastewater Treatment,PUC Wastewater Enterprise,61049498.34,62388411.71,-0.0214609305366462
2010,Wastewater Treatment,PUC Wastewater Enterprise,62388411.71,58305505.83,0.0700260776727405
2009,Wastewater Treatment,PUC Wastewater Enterprise,58305505.83,58631802.27,-0.00556517840774192
2008,Wastewater Treatment,PUC Wastewater Enterprise,58631802.27,52029913.48,0.126886407230674
2007,Wastewater Treatment,PUC Wastewater Enterprise,52029913.48,54913739.9,-0.0525155712441285
2006,Wastewater Treatment,PUC Wastewater Enterprise,54913739.9,NA,NA
2016,Water Capital Projects,PUC Wastewater Enterprise,40330.79,20211.77,0.995411089676956
2015,Water Capital Projects,PUC Wastewater Enterprise,20211.77,69706.04,-0.710042773911701
2014,Water Capital Projects,PUC Wastewater Enterprise,69706.04,1088211.06,-0.935944374614241
2013,Water Capital Projects,PUC Wastewater Enterprise,1088211.06,-254605.12,-5.27411302647802
2012,Water Capital Projects,PUC Wastewater Enterprise,-254605.12,728323.09,-1.34957716361842
2011,Water Capital Projects,PUC Wastewater Enterprise,728323.09,123112.62,4.9159092707149
2010,Water Capital Projects,PUC Wastewater Enterprise,123112.62,182825.3,-0.326610594923131
2009,Water Capital Projects,PUC Wastewater Enterprise,182825.3,643683.04,-0.715969990447472
2008,Water Capital Projects,PUC Wastewater Enterprise,643683.04,1898976.65,-0.661036885313993
2007,Water Capital Projects,PUC Wastewater Enterprise,1898976.65,72877.72,25.0570260705192
2006,Water Capital Projects,PUC Wastewater Enterprise,72877.72,70587.1,0.0324509719197983
2005,Water Capital Projects,PUC Wastewater Enterprise,70587.1,NA,NA
2003,Water Capital Projects,PUC Wastewater Enterprise,6087.69,573308.23,-0.989381471115459
2002,Water Capital Projects,PUC Wastewater Enterprise,573308.23,68271.83,7.39743463738997
2001,Water Capital Projects,PUC Wastewater Enterprise,68271.83,NA,NA
2016,Water Quality,PUC Wastewater Enterprise,-7955.75,15946.35,-1.49890727345129
2015,Water Quality,PUC Wastewater Enterprise,15946.35,29287.36,-0.455521084863914
2014,Water Quality,PUC Wastewater Enterprise,29287.36,0.000000000000909494701772928,32201792866861712
2013,Water Quality,PUC Wastewater Enterprise,0.000000000000909494701772928,-0.00000000000181898940354586,-1.5
2012,Water Quality,PUC Wastewater Enterprise,-0.00000000000181898940354586,0,-Inf
2011,Water Quality,PUC Wastewater Enterprise,0,0,NaN
2010,Water Quality,PUC Wastewater Enterprise,0,-0.000000000000909494701772928,-1
2009,Water Quality,PUC Wastewater Enterprise,-0.000000000000909494701772928,NA,NA
2016,Water Supply & Power Operations,PUC Wastewater Enterprise,4515.86,-0.00000000000133582034322899,-3380589330661126
2015,Water Supply & Power Operations,PUC Wastewater Enterprise,-0.00000000000133582034322899,-0.00000000000035527136788005,2.76
2014,Water Supply & Power Operations,PUC Wastewater Enterprise,-0.00000000000035527136788005,-0.000000000000623501250629488,-0.43019943019943
2013,Water Supply & Power Operations,PUC Wastewater Enterprise,-0.000000000000623501250629488,-0.000000000000440536496171262,0.415322580645161
2012,Water Supply & Power Operations,PUC Wastewater Enterprise,-0.000000000000440536496171262,0.000000000000454747350886464,-1.96875
2011,Water Supply & Power Operations,PUC Wastewater Enterprise,0.000000000000454747350886464,NA,NA
2005,Water Supply & Power Operations,PUC Wastewater Enterprise,0.309999999999684,NA,NA
2016,Administration,PUC Water Department,255036097.59,331978630.1,-0.231769534342686
2015,Administration,PUC Water Department,331978630.1,340443282.8,-0.0248636208368744
2014,Administration,PUC Water Department,340443282.8,628884029.68,-0.458654908166088
2013,Administration,PUC Water Department,628884029.68,382462930.87,0.644300607772519
2012,Administration,PUC Water Department,382462930.87,263558692.61,0.451148991074819
2011,Administration,PUC Water Department,263558692.61,217775315.43,0.210232170205334
2010,Administration,PUC Water Department,217775315.43,203683160.44,0.0691866473377469
2009,Administration,PUC Water Department,203683160.44,225758922.97,-0.0977846733124854
2008,Administration,PUC Water Department,225758922.97,200769920.55,0.124465867952449
2007,Administration,PUC Water Department,200769920.55,158540973.04,0.266359835569734
2006,Administration,PUC Water Department,158540973.04,NA,NA
2016,Branch Program,PUC Water Department,6556.19,14649.58,-0.552465667957716
2015,Branch Program,PUC Water Department,14649.58,29611.01,-0.505265777830611
2014,Branch Program,PUC Water Department,29611.01,21817.73,0.35719939700418
2013,Branch Program,PUC Water Department,21817.73,NA,NA
2011,Branch Program,PUC Water Department,19789,45006.41,-0.560307076258693
2010,Branch Program,PUC Water Department,45006.41,NA,NA
2016,Capital Programs & Construction,PUC Water Department,219979.81,360758.33,-0.390229436975163
2015,Capital Programs & Construction,PUC Water Department,360758.33,238669.51,0.511539241019936
2014,Capital Programs & Construction,PUC Water Department,238669.51,500075.56,-0.522733104573237
2013,Capital Programs & Construction,PUC Water Department,500075.56,168460.41,1.96850494427741
2012,Capital Programs & Construction,PUC Water Department,168460.41,NA,NA
2015,Capital Projects,PUC Water Department,4770.07,52562.29,-0.909249197475985
2014,Capital Projects,PUC Water Department,52562.29,119895.12,-0.561597753102879
2013,Capital Projects,PUC Water Department,119895.12,98354.12,0.219014719464726
2012,Capital Projects,PUC Water Department,98354.12,NA,NA
2008,Capital Projects,PUC Water Department,16292.94,985,15.5410558375634
2007,Capital Projects,PUC Water Department,985,NA,NA
2004,Capital Projects,PUC Water Department,507,NA,NA
2016,City Capital Projects,PUC Water Department,207887.8,1295979.19,-0.839590171197116
2015,City Capital Projects,PUC Water Department,1295979.19,740306.34,0.750598529252093
2014,City Capital Projects,PUC Water Department,740306.34,688416.1,0.0753762731580509
2013,City Capital Projects,PUC Water Department,688416.1,966011.89,-0.28736270523544
2012,City Capital Projects,PUC Water Department,966011.89,1277586.83,-0.243877701838864
2011,City Capital Projects,PUC Water Department,1277586.83,307310.04,3.15732212979439
2010,City Capital Projects,PUC Water Department,307310.04,659860.09,-0.534280001689449
2009,City Capital Projects,PUC Water Department,659860.09,147855.5,3.46287145219488
2008,City Capital Projects,PUC Water Department,147855.5,14628.66,9.10724837408211
2007,City Capital Projects,PUC Water Department,14628.66,75811.94,-0.807040157526638
2006,City Capital Projects,PUC Water Department,75811.94,143091.97,-0.470187320783969
2005,City Capital Projects,PUC Water Department,143091.97,257841.55,-0.445039133529875
2004,City Capital Projects,PUC Water Department,257841.55,84.59,3047.13275800922
2003,City Capital Projects,PUC Water Department,84.59,9570,-0.99116091954023
2002,City Capital Projects,PUC Water Department,9570,NA,NA
2016,City Distribution,PUC Water Department,2495.7,-0.00000000000149213974509621,-1672564522325679
2015,City Distribution,PUC Water Department,-0.00000000000149213974509621,-0.0000000000108428821476991,-0.862385321100917
2014,City Distribution,PUC Water Department,-0.0000000000108428821476991,-0.00000000000571276359551121,0.898009950248756
2013,City Distribution,PUC Water Department,-0.00000000000571276359551121,-1.31000000000655,-0.999999999995639
2012,City Distribution,PUC Water Department,-1.31000000000655,30827.28,-1.00004249482926
2011,City Distribution,PUC Water Department,30827.28,19667.68,0.567408052195275
2010,City Distribution,PUC Water Department,19667.68,-0.0000000000185309545486234,-1061341980435707
2009,City Distribution,PUC Water Department,-0.0000000000185309545486234,-0.0000000000334523519995855,-0.446049277824979
2008,City Distribution,PUC Water Department,-0.0000000000334523519995855,809.630000000035,-1.00000000000004
2007,City Distribution,PUC Water Department,809.630000000035,1139.54000000002,-0.289511557295032
2006,City Distribution,PUC Water Department,1139.54000000002,-34642290.98,-1.00003289447573
2005,City Distribution,PUC Water Department,-34642290.98,-36930820.61,-0.0619680145796795
2004,City Distribution,PUC Water Department,-36930820.61,-40392732.99,-0.0857063170461147
2003,City Distribution,PUC Water Department,-40392732.99,11886153.98,-4.39830133935384
2002,City Distribution,PUC Water Department,11886153.98,22314254.31,-0.467329097586143
2001,City Distribution,PUC Water Department,22314254.31,44937547.75,-0.503438540212733
2000,City Distribution,PUC Water Department,44937547.75,45850007.74,-0.0199009778836736
1999,City Distribution,PUC Water Department,45850007.74,NA,NA
2010,Citywide Planning,PUC Water Department,6848,NA,NA
2016,Debt Service,PUC Water Department,21250,21230,0.000942063118228921
2015,Debt Service,PUC Water Department,21230,NA,NA
2013,Debt Service,PUC Water Department,72076,NA,NA
2011,Disability Access,PUC Water Department,16911.19,1180.06,13.3307882650035
2010,Disability Access,PUC Water Department,1180.06,NA,NA
2000,Engineering,PUC Water Department,1926.98,NA,NA
2004,General Management,PUC Water Department,946.83,166024.7,-0.994297053390249
2003,General Management,PUC Water Department,166024.7,459744.45,-0.638876119113564
2002,General Management,PUC Water Department,459744.45,NA,NA
2005,Golf Course,PUC Water Department,28600.44,NA,NA
2016,Hetch Hetchy Capital Projects,PUC Water Department,76629.77,69888.42,0.096458755255878
2015,Hetch Hetchy Capital Projects,PUC Water Department,69888.42,260376.84,-0.731587417682771
2014,Hetch Hetchy Capital Projects,PUC Water Department,260376.84,4356.37,58.7692207043938
2013,Hetch Hetchy Capital Projects,PUC Water Department,4356.37,84,50.8615476190476
2012,Hetch Hetchy Capital Projects,PUC Water Department,84,50094.17,-0.998323158163914
2011,Hetch Hetchy Capital Projects,PUC Water Department,50094.17,45033.69,0.112370982702061
2010,Hetch Hetchy Capital Projects,PUC Water Department,45033.69,104645.05,-0.569652936283178
2009,Hetch Hetchy Capital Projects,PUC Water Department,104645.05,89784.88,0.16550860233928
2008,Hetch Hetchy Capital Projects,PUC Water Department,89784.88,10276.54,7.73687836567561
2007,Hetch Hetchy Capital Projects,PUC Water Department,10276.54,NA,NA
2005,Hetch Hetchy Capital Projects,PUC Water Department,14128.19,0.16999999999075,83106.0000045218
2004,Hetch Hetchy Capital Projects,PUC Water Department,0.16999999999075,45.03,-0.996224739063052
2003,Hetch Hetchy Capital Projects,PUC Water Department,45.03,15352.03,-0.997066837414987
2002,Hetch Hetchy Capital Projects,PUC Water Department,15352.03,NA,NA
2016,Hetchy Water Operations,PUC Water Department,16365.62,NA,NA
2014,Hetchy Water Operations,PUC Water Department,2707.36,NA,NA
2016,MRD-Construction Division (Const),PUC Water Department,619.68,399.73,0.550246416331024
2015,MRD-Construction Division (Const),PUC Water Department,399.73,NA,NA
2011,MRD-Construction Division (Const),PUC Water Department,1330.12,24644.52,-0.946027757895062
2010,MRD-Construction Division (Const),PUC Water Department,24644.52,6057.81,3.0682226745309
2009,MRD-Construction Division (Const),PUC Water Department,6057.81,20460.7,-0.703929484328493
2008,MRD-Construction Division (Const),PUC Water Department,20460.7,292.75,68.8913748932536
2007,MRD-Construction Division (Const),PUC Water Department,292.75,NA,NA
2005,MRD-Construction Division (Const),PUC Water Department,3923.11,NA,NA
2003,MRD-Construction Division (Const),PUC Water Department,27015,NA,NA
1999,MRD-Construction Division (Const),PUC Water Department,11343.39,NA,NA
2016,Maintenance,PUC Water Department,16828.04,28659.76,-0.412833882768034
2015,Maintenance,PUC Water Department,28659.76,NA,NA
2011,Maintenance,PUC Water Department,5501.39,5534.56,-0.00599324968922553
2010,Maintenance,PUC Water Department,5534.56,8627.05,-0.358464364991509
2009,Maintenance,PUC Water Department,8627.05,54373.86,-0.841338282770434
2008,Maintenance,PUC Water Department,54373.86,3829.63,13.1982019150675
2007,Maintenance,PUC Water Department,3829.63,9832.39,-0.610508736939849
2006,Maintenance,PUC Water Department,9832.39,21634.22,-0.545516778511081
2005,Maintenance,PUC Water Department,21634.22,NA,NA
2006,Mapping,PUC Water Department,13378.48,60372.69,-0.778401790610953
2005,Mapping,PUC Water Department,60372.69,79043.61,-0.236210365391965
2004,Mapping,PUC Water Department,79043.61,64439.15,0.226639550645842
2003,Mapping,PUC Water Department,64439.15,44111.41,0.460827255351847
2002,Mapping,PUC Water Department,44111.41,15460.78,1.8531167250294
2001,Mapping,PUC Water Department,15460.78,NA,NA
2003,Moscone Expansion Project,PUC Water Department,8538.71,NA,NA
2005,Natural Resources,PUC Water Department,5435909.11,NA,NA
2011,Neighborhood Services,PUC Water Department,15000,NA,NA
2006,Neighborhood Services,PUC Water Department,68.13,NA,NA
2004,Neighborhood Services,PUC Water Department,1411.01,NA,NA
2016,No Program Defined,PUC Water Department,-391020.56,54203109.23,-1.00721398763936
2015,No Program Defined,PUC Water Department,54203109.23,6263285.31,7.65410188858218
2014,No Program Defined,PUC Water Department,6263285.31,81862908.4,-0.923490559614664
2013,No Program Defined,PUC Water Department,81862908.4,1163919539.52,-0.929666179129736
2012,No Program Defined,PUC Water Department,1163919539.52,821361653.1,0.417060968365288
2011,No Program Defined,PUC Water Department,821361653.1,1631686969.8,-0.496618120814756
2010,No Program Defined,PUC Water Department,1631686969.8,1805530.93,902.715878076927
2009,No Program Defined,PUC Water Department,1805530.93,143644760.81,-0.987430582780613
2008,No Program Defined,PUC Water Department,143644760.81,14791609.68,8.71123251069994
2007,No Program Defined,PUC Water Department,14791609.68,6448171.3,1.29392319028497
2006,No Program Defined,PUC Water Department,6448171.3,1611048.95,3.00246764693276
2005,No Program Defined,PUC Water Department,1611048.95,1321424.82,0.219175639519167
2004,No Program Defined,PUC Water Department,1321424.82,6164403.82,-0.785636233675554
2003,No Program Defined,PUC Water Department,6164403.82,65867827.56,-0.906412522647954
2002,No Program Defined,PUC Water Department,65867827.56,56662154.76,0.162465985259329
2001,No Program Defined,PUC Water Department,56662154.76,21600420.62,1.62319682365519
2000,No Program Defined,PUC Water Department,21600420.62,-954713.95,-23.625018331407
1999,No Program Defined,PUC Water Department,-954713.95,NA,NA
2005,PUC Land Management,PUC Water Department,10714.72,NA,NA
2015,Parking & Traffic,PUC Water Department,1642.25,NA,NA
2010,Parking & Traffic,PUC Water Department,5000,NA,NA
2014,Rail & Bus Services,PUC Water Department,4201.66,8654.88,-0.514532841587636
2013,Rail & Bus Services,PUC Water Department,8654.88,52895.05,-0.836376371702078
2012,Rail & Bus Services,PUC Water Department,52895.05,117848.65,-0.551161171553514
2011,Rail & Bus Services,PUC Water Department,117848.65,123669.45,-0.0470674042780977
2010,Rail & Bus Services,PUC Water Department,123669.45,NA,NA
2015,SFGH - Acute Care - Hospital,PUC Water Department,4471.43,NA,NA
2010,Street Environmental Services,PUC Water Department,-3614.92,4419.48,-1.81795143320029
2009,Street Environmental Services,PUC Water Department,4419.48,1561.69,1.82993423790893
2008,Street Environmental Services,PUC Water Department,1561.69,NA,NA
2005,Street Environmental Services,PUC Water Department,478.95,NA,NA
2015,Supply & Treatment,PUC Water Department,54172.88,-3570.27,-16.1733286278069
2014,Supply & Treatment,PUC Water Department,-3570.27,3570.27,-2
2013,Supply & Treatment,PUC Water Department,3570.27,0.00000000000183675297193986,1943794323212289
2012,Supply & Treatment,PUC Water Department,0.00000000000183675297193986,0.00000000000237321273743873,-0.226047904191617
2011,Supply & Treatment,PUC Water Department,0.00000000000237321273743873,0.00000000000365929508916452,-0.351456310679612
2010,Supply & Treatment,PUC Water Department,0.00000000000365929508916452,0.00000000000416378043155419,-0.121160409556314
2009,Supply & Treatment,PUC Water Department,0.00000000000416378043155419,0.00000000000268940425485198,0.548216644649934
2008,Supply & Treatment,PUC Water Department,0.00000000000268940425485198,-0.819999999987942,-1.00000000000328
2007,Supply & Treatment,PUC Water Department,-0.819999999987942,189.450000000027,-1.00432831881757
2006,Supply & Treatment,PUC Water Department,189.450000000027,48345585.58,-0.999996081338188
2005,Supply & Treatment,PUC Water Department,48345585.58,48513117.92,-0.0034533410175011
2004,Supply & Treatment,PUC Water Department,48513117.92,47689308.7,0.0172745053861518
2003,Supply & Treatment,PUC Water Department,47689308.7,43947156.93,0.0851511686173596
2002,Supply & Treatment,PUC Water Department,43947156.93,49072878.37,-0.1044512082897
2001,Supply & Treatment,PUC Water Department,49072878.37,47022019.46,0.0436148624315166
2000,Supply & Treatment,PUC Water Department,47022019.46,42290168.84,0.111890085799903
1999,Supply & Treatment,PUC Water Department,42290168.84,NA,NA
2009,Traffic Engineering & Operation,PUC Water Department,18840.05,NA,NA
2016,Wastewater Capital Projects,PUC Water Department,30819.04,268141.66,-0.88506433502351
2015,Wastewater Capital Projects,PUC Water Department,268141.66,133664.18,1.00608465184913
2014,Wastewater Capital Projects,PUC Water Department,133664.18,230003.8,-0.418860992731425
2013,Wastewater Capital Projects,PUC Water Department,230003.8,18281.34,11.5813425055275
2012,Wastewater Capital Projects,PUC Water Department,18281.34,NA,NA
2016,Wastewater Collection,PUC Water Department,667.33,NA,NA
2015,Wastewater Operations,PUC Water Department,3650.12,21269.7,-0.82838874079089
2014,Wastewater Operations,PUC Water Department,21269.7,NA,NA
2009,Wastewater Operations,PUC Water Department,1951.9,468.63,3.16511960395195
2008,Wastewater Operations,PUC Water Department,468.63,0.00000000000056843418860808,824422614599466
2007,Wastewater Operations,PUC Water Department,0.00000000000056843418860808,252.43,-0.999999999999998
2006,Wastewater Operations,PUC Water Department,252.43,125637.54,-0.997990807524566
2005,Wastewater Operations,PUC Water Department,125637.54,NA,NA
2003,Wastewater Operations,PUC Water Department,29423,8000,2.677875
2002,Wastewater Operations,PUC Water Department,8000,NA,NA
2007,Wastewater Treatment,PUC Water Department,3343597.94,0.00000000000275690581474919,1212808185942393600
2006,Wastewater Treatment,PUC Water Department,0.00000000000275690581474919,NA,NA
2005,Water Administration,PUC Water Department,623498.56,430117.56,0.449600337172935
2004,Water Administration,PUC Water Department,430117.56,NA,NA
2016,Water Capital Projects,PUC Water Department,46838860.89,109334724.32,-0.571601234819851
2015,Water Capital Projects,PUC Water Department,109334724.32,79075865.02,0.382656064430618
2014,Water Capital Projects,PUC Water Department,79075865.02,117992571,-0.329823357946832
