Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2016,Comm Hlth - Prevention - Disease Control,Public Health,33749936,32183305,0.0486783753253434
2015,Comm Hlth - Prevention - Disease Control,Public Health,32183305,29738398,0.0822138099032772
2014,Comm Hlth - Prevention - Disease Control,Public Health,29738398,30627813,-0.0290394550861336
2013,Comm Hlth - Prevention - Disease Control,Public Health,30627813,30897727,-0.00873572350483904
2012,Comm Hlth - Prevention - Disease Control,Public Health,30897727,34670410,-0.108815644233801
2011,Comm Hlth - Prevention - Disease Control,Public Health,34670410,33189837,0.0446092278187446
2010,Comm Hlth - Prevention - Disease Control,Public Health,33189837,NA,NA
2017,Comm Hlth - Prevention - Hlth Education,Public Health,9355740,9513492,-0.016581923861396
2016,Comm Hlth - Prevention - Hlth Education,Public Health,9513492,9803241,-0.0295564497496287
2015,Comm Hlth - Prevention - Hlth Education,Public Health,9803241,9201882,0.0653517400027516
2014,Comm Hlth - Prevention - Hlth Education,Public Health,9201882,9088522,0.012472875127551
2013,Comm Hlth - Prevention - Hlth Education,Public Health,9088522,7720763,0.17715334611359
2012,Comm Hlth - Prevention - Hlth Education,Public Health,7720763,7558691,0.021441807847417
2011,Comm Hlth - Prevention - Hlth Education,Public Health,7558691,8279215,-0.0870280576117422
2010,Comm Hlth - Prevention - Hlth Education,Public Health,8279215,NA,NA
2017,Emergency Services Agency,Public Health,3000000,3000000,0
2016,Emergency Services Agency,Public Health,3000000,2500000,0.2
2015,Emergency Services Agency,Public Health,2500000,2456100,0.0178738650706404
2014,Emergency Services Agency,Public Health,2456100,2800000,-0.122821428571429
2013,Emergency Services Agency,Public Health,2800000,3194875,-0.123596384835087
2012,Emergency Services Agency,Public Health,3194875,2419996,0.320198463137956
2011,Emergency Services Agency,Public Health,2419996,2466167,-0.0187217653954497
2010,Emergency Services Agency,Public Health,2466167,NA,NA
2017,Environmental Health Services,Public Health,40771299,40334140,0.0108384361238395
2016,Environmental Health Services,Public Health,40334140,38864270,0.037820599743672
2015,Environmental Health Services,Public Health,38864270,37108679,0.0473094447797509
2014,Environmental Health Services,Public Health,37108679,35877030,0.0343297368817876
2013,Environmental Health Services,Public Health,35877030,33910759,0.0579836918424622
2012,Environmental Health Services,Public Health,33910759,32882449,0.0312723057823339
2011,Environmental Health Services,Public Health,32882449,32902968,-0.000623621552924952
2010,Environmental Health Services,Public Health,32902968,NA,NA
2017,Forensics - Ambulatory Care,Public Health,32065737,31726057,0.0107066566765608
2016,Forensics - Ambulatory Care,Public Health,31726057,31130897,0.0191179842970795
2015,Forensics - Ambulatory Care,Public Health,31130897,29900513,0.0411492605494762
2014,Forensics - Ambulatory Care,Public Health,29900513,29240534,0.0225706890305081
2013,Forensics - Ambulatory Care,Public Health,29240534,27785102,0.0523817404017448
2012,Forensics - Ambulatory Care,Public Health,27785102,27122390,0.0244341298830966
2011,Forensics - Ambulatory Care,Public Health,27122390,29446524,-0.0789272784794565
2010,Forensics - Ambulatory Care,Public Health,29446524,NA,NA
2017,General Fund,Public Health,366055471,344830352,0.0615523514008999
2016,General Fund,Public Health,344830352,330081820,0.0446814429222427
2015,General Fund,Public Health,330081820,268330825,0.230130082893011
2014,General Fund,Public Health,268330825,228828187,0.172630122704245
2013,General Fund,Public Health,228828187,193667576,0.181551355813944
2012,General Fund,Public Health,193667576,177002643,0.0941507579635407
2011,General Fund,Public Health,177002643,179699329,-0.0150066559235733
2010,General Fund,Public Health,179699329,NA,NA
2017,Health At Home,Public Health,9614243,9538543,0.00793622254468004
2016,Health At Home,Public Health,9538543,9441823,0.0102437844894995
2015,Health At Home,Public Health,9441823,9257871,0.0198697951181217
2014,Health At Home,Public Health,9257871,9150988,0.0116799410074628
2013,Health At Home,Public Health,9150988,8212222,0.114313275992782
2012,Health At Home,Public Health,8212222,7998822,0.0266789284722175
2011,Health At Home,Public Health,7998822,9046225,-0.115783434526557
2010,Health At Home,Public Health,9046225,NA,NA
2017,Hiv Health Services,Public Health,56928684,56878312,0.00088560996676554
2016,Hiv Health Services,Public Health,56878312,NA,NA
2017,Laguna Honda - Long Term Care,Public Health,505173445,492569501,0.0255881534979568
2016,Laguna Honda - Long Term Care,Public Health,492569501,476909804,0.0328357623782463
2015,Laguna Honda - Long Term Care,Public Health,476909804,439831546,0.084301042836068
2014,Laguna Honda - Long Term Care,Public Health,439831546,406694613,0.0814786622216705
2013,Laguna Honda - Long Term Care,Public Health,406694613,368842473,0.102624135697084
2012,Laguna Honda - Long Term Care,Public Health,368842473,352366088,0.0467592812166419
2011,Laguna Honda - Long Term Care,Public Health,352366088,419202560,-0.159437175192823
2010,Laguna Honda - Long Term Care,Public Health,419202560,NA,NA
2017,Laguna Honda - Non Lhh Program Expenses,Public Health,1585829,1230054,0.289235269345899
2016,Laguna Honda - Non Lhh Program Expenses,Public Health,1230054,1491130,-0.175086008597507
2015,Laguna Honda - Non Lhh Program Expenses,Public Health,1491130,NA,NA
2017,Laguna Honda Hosp - Acute Care,Public Health,7388243,7360426,0.0037792649501537
2016,Laguna Honda Hosp - Acute Care,Public Health,7360426,7638843,-0.0364475353139212
2015,Laguna Honda Hosp - Acute Care,Public Health,7638843,7529166,0.0145669520369188
2014,Laguna Honda Hosp - Acute Care,Public Health,7529166,7282547,0.0338643883795051
2013,Laguna Honda Hosp - Acute Care,Public Health,7282547,7915998,-0.0800216220367918
2012,Laguna Honda Hosp - Acute Care,Public Health,7915998,7761574,0.0198959644010352
2011,Laguna Honda Hosp - Acute Care,Public Health,7761574,4020815,0.930348449257178
2010,Laguna Honda Hosp - Acute Care,Public Health,4020815,NA,NA
2015,Laguna Honda Hosp - Comm Support Care,Public Health,2,0,Inf
2014,Laguna Honda Hosp - Comm Support Care,Public Health,0,-21496,-1
2013,Laguna Honda Hosp - Comm Support Care,Public Health,-21496,1,-21497
2012,Laguna Honda Hosp - Comm Support Care,Public Health,1,298,-0.996644295302013
2011,Laguna Honda Hosp - Comm Support Care,Public Health,298,263,0.133079847908745
2010,Laguna Honda Hosp - Comm Support Care,Public Health,263,NA,NA
2017,Mental Health - Acute Care,Public Health,3462797,3462797,0
2016,Mental Health - Acute Care,Public Health,3462797,3462797,0
2015,Mental Health - Acute Care,Public Health,3462797,3462797,0
2014,Mental Health - Acute Care,Public Health,3462797,3462797,0
2013,Mental Health - Acute Care,Public Health,3462797,3462797,0
2012,Mental Health - Acute Care,Public Health,3462797,3462797,0
2011,Mental Health - Acute Care,Public Health,3462797,4394297,-0.211979299533008
2010,Mental Health - Acute Care,Public Health,4394297,NA,NA
2017,Mental Health - Children's Program,Public Health,52111722,51616987,0.00958473225103201
2016,Mental Health - Children's Program,Public Health,51616987,50440543,0.0233233809556729
2015,Mental Health - Children's Program,Public Health,50440543,40279880,0.252251570759397
2014,Mental Health - Children's Program,Public Health,40279880,40113594,0.0041453777489995
2013,Mental Health - Children's Program,Public Health,40113594,41418840,-0.0315133403060057
2012,Mental Health - Children's Program,Public Health,41418840,40648526,0.0189506010623854
2011,Mental Health - Children's Program,Public Health,40648526,36250660,0.1213182325508
2010,Mental Health - Children's Program,Public Health,36250660,NA,NA
2017,Mental Health - Community Care,Public Health,368085047,360957714,0.0197456176265567
2016,Mental Health - Community Care,Public Health,360957714,350584980,0.0295869321041649
2015,Mental Health - Community Care,Public Health,350584980,341560556,0.0264211538524372
2014,Mental Health - Community Care,Public Health,341560556,323158430,0.0569445952562649
2013,Mental Health - Community Care,Public Health,323158430,323614298,-0.00140867694294521
2012,Mental Health - Community Care,Public Health,323614298,343913746,-0.059024823043857
2011,Mental Health - Community Care,Public Health,343913746,336303868,0.0226279823816954
2010,Mental Health - Community Care,Public Health,336303868,NA,NA
2017,Mental Health - Long Term Care,Public Health,32530289,32486501,0.00134788292528026
2016,Mental Health - Long Term Care,Public Health,32486501,31430422,0.0336005351757606
2015,Mental Health - Long Term Care,Public Health,31430422,28901228,0.087511644833915
2014,Mental Health - Long Term Care,Public Health,28901228,28086587,0.0290046277249706
2013,Mental Health - Long Term Care,Public Health,28086587,27979616,0.00382317612936503
2012,Mental Health - Long Term Care,Public Health,27979616,26968759,0.0374825181981863
2011,Mental Health - Long Term Care,Public Health,26968759,23111912,0.166877019954039
2010,Mental Health - Long Term Care,Public Health,23111912,NA,NA
2017,No Program Defined,Public Health,-4048097,-4203185,-0.0368977335044734
2016,No Program Defined,Public Health,-4203185,-2445983,0.718403194135037
2015,No Program Defined,Public Health,-2445983,NA,NA
2014,Occupational Safety & Health,Public Health,1334256,1289411,0.0347794458089779
2013,Occupational Safety & Health,Public Health,1289411,1208926,0.0665756216674966
2012,Occupational Safety & Health,Public Health,1208926,1171638,0.0318255297284656
2011,Occupational Safety & Health,Public Health,1171638,1153753,0.0155015848279484
2010,Occupational Safety & Health,Public Health,1153753,NA,NA
2017,Primary Care - Ambu Care - Health Cntrs,Public Health,110034881,104862685,0.049323512935035
2016,Primary Care - Ambu Care - Health Cntrs,Public Health,104862685,95873443,0.0937615435381829
2015,Primary Care - Ambu Care - Health Cntrs,Public Health,95873443,99028591,-0.0318609804313988
2014,Primary Care - Ambu Care - Health Cntrs,Public Health,99028591,96670401,0.0243941265951716
2013,Primary Care - Ambu Care - Health Cntrs,Public Health,96670401,86393552,0.118953889058758
2012,Primary Care - Ambu Care - Health Cntrs,Public Health,86393552,83654604,0.0327411507440762
2011,Primary Care - Ambu Care - Health Cntrs,Public Health,83654604,80307747,0.0416753940314127
2010,Primary Care - Ambu Care - Health Cntrs,Public Health,80307747,NA,NA
2017,SFGH - Acute Care - Forensics,Public Health,3241729,3219803,0.0068097333905211
2016,SFGH - Acute Care - Forensics,Public Health,3219803,3173656,0.0145406433463488
2015,SFGH - Acute Care - Forensics,Public Health,3173656,3056502,0.0383294367221091
2014,SFGH - Acute Care - Forensics,Public Health,3056502,3437973,-0.110958113981698
2013,SFGH - Acute Care - Forensics,Public Health,3437973,3378616,0.0175684363064639
2012,SFGH - Acute Care - Forensics,Public Health,3378616,3303074,0.022870211203261
2011,SFGH - Acute Care - Forensics,Public Health,3303074,4878081,-0.322874302415233
2010,SFGH - Acute Care - Forensics,Public Health,4878081,NA,NA
2017,SFGH - Acute Care - Hospital,Public Health,1540604728,1527824815,0.00836477642889967
2016,SFGH - Acute Care - Hospital,Public Health,1527824815,1610127991,-0.0511159215044042
2015,SFGH - Acute Care - Hospital,Public Health,1610127991,1544786567,0.0422980270516555
2014,SFGH - Acute Care - Hospital,Public Health,1544786567,1332857141,0.159003856813189
2013,SFGH - Acute Care - Hospital,Public Health,1332857141,1231761249,0.0820742591813748
2012,SFGH - Acute Care - Hospital,Public Health,1231761249,1121827763,0.0979949771487337
2011,SFGH - Acute Care - Hospital,Public Health,1121827763,1138086143,-0.0142857200221618
2010,SFGH - Acute Care - Hospital,Public Health,1138086143,NA,NA
2017,SFGH - Acute Care - Psychiatry,Public Health,26076185,25866583,0.00810319631317364
2016,SFGH - Acute Care - Psychiatry,Public Health,25866583,25816268,0.00194896489298918
2015,SFGH - Acute Care - Psychiatry,Public Health,25816268,25794682,0.000836839159327492
2014,SFGH - Acute Care - Psychiatry,Public Health,25794682,26127815,-0.0127501285507418
2013,SFGH - Acute Care - Psychiatry,Public Health,26127815,26157339,-0.00112870808456472
2012,SFGH - Acute Care - Psychiatry,Public Health,26157339,25582722,0.0224611360745741
2011,SFGH - Acute Care - Psychiatry,Public Health,25582722,25733666,-0.00586562365424343
2010,SFGH - Acute Care - Psychiatry,Public Health,25733666,NA,NA
2017,SFGH - Ambu Care - Adult Med Hlth Cntr,Public Health,46405786,46141031,0.00573795154252188
2016,SFGH - Ambu Care - Adult Med Hlth Cntr,Public Health,46141031,40310585,0.144638089474514
2015,SFGH - Ambu Care - Adult Med Hlth Cntr,Public Health,40310585,38097241,0.0580972254657496
2014,SFGH - Ambu Care - Adult Med Hlth Cntr,Public Health,38097241,27739879,0.373374447667922
2013,SFGH - Ambu Care - Adult Med Hlth Cntr,Public Health,27739879,24191367,0.146685055044636
2012,SFGH - Ambu Care - Adult Med Hlth Cntr,Public Health,24191367,23448976,0.0316598473212647
2011,SFGH - Ambu Care - Adult Med Hlth Cntr,Public Health,23448976,23843375,-0.0165412404913314
2010,SFGH - Ambu Care - Adult Med Hlth Cntr,Public Health,23843375,NA,NA
2017,SFGH - Ambu Care - Methadone Clinic,Public Health,2960451,2932820,0.00942130781977755
2016,SFGH - Ambu Care - Methadone Clinic,Public Health,2932820,2698196,0.0869558771860903
2015,SFGH - Ambu Care - Methadone Clinic,Public Health,2698196,2809528,-0.0396265849637377
2014,SFGH - Ambu Care - Methadone Clinic,Public Health,2809528,1638208,0.715000781341563
2013,SFGH - Ambu Care - Methadone Clinic,Public Health,1638208,1578382,0.0379033719340438
2012,SFGH - Ambu Care - Methadone Clinic,Public Health,1578382,1654464,-0.0459858902943793
2011,SFGH - Ambu Care - Methadone Clinic,Public Health,1654464,1557871,0.0620032082245577
2010,SFGH - Ambu Care - Methadone Clinic,Public Health,1557871,NA,NA
2017,SFGH - Ambu Care - Occupational Health,Public Health,7031968,6929189,0.0148327603706581
2016,SFGH - Ambu Care - Occupational Health,Public Health,6929189,6569995,0.0546718833119356
2015,SFGH - Ambu Care - Occupational Health,Public Health,6569995,5931399,0.107663638881822
2014,SFGH - Ambu Care - Occupational Health,Public Health,5931399,3855649,0.538365914532158
2013,SFGH - Ambu Care - Occupational Health,Public Health,3855649,3562095,0.0824104915786917
2012,SFGH - Ambu Care - Occupational Health,Public Health,3562095,3536698,0.00718099198744139
2011,SFGH - Ambu Care - Occupational Health,Public Health,3536698,4058698,-0.128612673325288
2010,SFGH - Ambu Care - Occupational Health,Public Health,4058698,NA,NA
2017,SFGH - Emergency - Emergency,Public Health,43970943,42677032,0.0303186735197518
2016,SFGH - Emergency - Emergency,Public Health,42677032,37742830,0.130732168202543
2015,SFGH - Emergency - Emergency,Public Health,37742830,33457049,0.128097998122907
2014,SFGH - Emergency - Emergency,Public Health,33457049,24472046,0.367153731240943
2013,SFGH - Emergency - Emergency,Public Health,24472046,22805573,0.0730730598174402
2012,SFGH - Emergency - Emergency,Public Health,22805573,22452550,0.0157230693172936
2011,SFGH - Emergency - Emergency,Public Health,22452550,21168015,0.0606828273695006
2010,SFGH - Emergency - Emergency,Public Health,21168015,NA,NA
2017,SFGH - Emergency - Psychiatric Services,Public Health,8073279,8443899,-0.0438920456059458
2016,SFGH - Emergency - Psychiatric Services,Public Health,8443899,7955566,0.0613825590787632
2015,SFGH - Emergency - Psychiatric Services,Public Health,7955566,7736875,0.028266063494628
2014,SFGH - Emergency - Psychiatric Services,Public Health,7736875,9133300,-0.152893806181774
2013,SFGH - Emergency - Psychiatric Services,Public Health,9133300,8898090,0.026433762751332
2012,SFGH - Emergency - Psychiatric Services,Public Health,8898090,8667663,0.0265846745541445
2011,SFGH - Emergency - Psychiatric Services,Public Health,8667663,8751960,-0.00963178533722732
2010,SFGH - Emergency - Psychiatric Services,Public Health,8751960,NA,NA
2017,SFGH - Long Term Care - Rf Psychiatry,Public Health,13240211,13042825,0.0151336846120377
2016,SFGH - Long Term Care - Rf Psychiatry,Public Health,13042825,-20391737,-1.63961324138302
2015,SFGH - Long Term Care - Rf Psychiatry,Public Health,-20391737,14572383,-2.39934127451907
2014,SFGH - Long Term Care - Rf Psychiatry,Public Health,14572383,18196349,-0.199158963152443
2013,SFGH - Long Term Care - Rf Psychiatry,Public Health,18196349,17812000,0.0215780934201662
2012,SFGH - Long Term Care - Rf Psychiatry,Public Health,17812000,17643355,0.00955855618163325
2011,SFGH - Long Term Care - Rf Psychiatry,Public Health,17643355,17507767,0.00774444850676845
2010,SFGH - Long Term Care - Rf Psychiatry,Public Health,17507767,NA,NA
2017,Sfhn-Managed Care,Public Health,314562759,314282772,0.000890876067492494
2016,Sfhn-Managed Care,Public Health,314282772,323450922,-0.0283447947630213
2015,Sfhn-Managed Care,Public Health,323450922,NA,NA
2017,Substance Abuse - Community Care,Public Health,93814561,95848862,-0.0212240495875684
2016,Substance Abuse - Community Care,Public Health,95848862,89322955,0.0730596854974178
2015,Substance Abuse - Community Care,Public Health,89322955,94882122,-0.0585902473808501
2014,Substance Abuse - Community Care,Public Health,94882122,86791829,0.0932149154271193
2013,Substance Abuse - Community Care,Public Health,86791829,85611769,0.0137838525448528
2012,Substance Abuse - Community Care,Public Health,85611769,84205826,0.0166965050613006
2011,Substance Abuse - Community Care,Public Health,84205826,86353594,-0.0248717847227065
2010,Substance Abuse - Community Care,Public Health,86353594,NA,NA
2017,Transitional-Aged Youth Baseline,Public Health,5262546,5262546,0
2016,Transitional-Aged Youth Baseline,Public Health,5262546,NA,NA
2017,Transitions,Public Health,2051724,2038898,0.00629065308808974
2016,Transitions,Public Health,2038898,3008770,-0.322348335033918
2015,Transitions,Public Health,3008770,NA,NA
2017,Adult Services,Public Library,800000,800000,0
2016,Adult Services,Public Library,800000,800000,0
2015,Adult Services,Public Library,800000,800000,0
2014,Adult Services,Public Library,800000,800000,0
2013,Adult Services,Public Library,800000,800000,0
2012,Adult Services,Public Library,800000,800000,0
2011,Adult Services,Public Library,800000,1060000,-0.245283018867925
2010,Adult Services,Public Library,1060000,NA,NA
2017,Branch Program,Public Library,22112927,21665511,0.0206510707271109
2016,Branch Program,Public Library,21665511,22429039,-0.034041940004652
2015,Branch Program,Public Library,22429039,21099041,0.0630359455673838
2014,Branch Program,Public Library,21099041,19570250,0.0781181129520573
2013,Branch Program,Public Library,19570250,17901499,0.093218506450214
2012,Branch Program,Public Library,17901499,18188607,-0.0157850461005617
2011,Branch Program,Public Library,18188607,17714727,0.0267506239300216
2010,Branch Program,Public Library,17714727,NA,NA
2017,Children's Baseline,Public Library,11449580,11264946,0.0163901362687402
2016,Children's Baseline,Public Library,11264946,11292150,-0.00240910721164703
2015,Children's Baseline,Public Library,11292150,8926363,0.265033698495121
2014,Children's Baseline,Public Library,8926363,8635577,0.0336730249756328
2013,Children's Baseline,Public Library,8635577,8764765,-0.014739471052561
2012,Children's Baseline,Public Library,8764765,7700478,0.138210511087753
2011,Children's Baseline,Public Library,7700478,8504417,-0.0945319355812397
2010,Children's Baseline,Public Library,8504417,NA,NA
2015,Children's Services,Public Library,7,1289182,-0.999994570200329
2014,Children's Services,Public Library,1289182,1168384,0.103388954316389
2013,Children's Services,Public Library,1168384,1008861,0.158121882003566
2012,Children's Services,Public Library,1008861,1003119,0.00572414638741764
2011,Children's Services,Public Library,1003119,1285974,-0.219953902644999
2010,Children's Services,Public Library,1285974,NA,NA
2017,Collection Technical Services,Public Library,17217623,17062077,0.00911647509268655
2016,Collection Technical Services,Public Library,17062077,16471655,0.0358447284137508
2015,Collection Technical Services,Public Library,16471655,14101975,0.168038873987509
2014,Collection Technical Services,Public Library,14101975,13481587,0.0460174310338983
2013,Collection Technical Services,Public Library,13481587,5521444,1.44167775676073
2012,Collection Technical Services,Public Library,5521444,5823886,-0.0519313049740328
2011,Collection Technical Services,Public Library,5823886,4922806,0.183041948027202
2010,Collection Technical Services,Public Library,4922806,NA,NA
2017,Community Arts & Education,Public Library,69300000,67600000,0.0251479289940828
2016,Community Arts & Education,Public Library,67600000,61630000,0.0968684082427389
2015,Community Arts & Education,Public Library,61630000,57690000,0.0682960651759404
2014,Community Arts & Education,Public Library,57690000,52950000,0.0895184135977337
2013,Community Arts & Education,Public Library,52950000,47430000,0.116382036685642
2012,Community Arts & Education,Public Library,47430000,43514000,0.0899940249115227
2011,Community Arts & Education,Public Library,43514000,42240000,0.0301609848484849
2010,Community Arts & Education,Public Library,42240000,NA,NA
2017,Community Partnerships And Programming,Public Library,1845718,1805725,0.0221478907364078
2016,Community Partnerships And Programming,Public Library,1805725,1255330,0.438446464276326
2015,Community Partnerships And Programming,Public Library,1255330,1024781,0.224973921257322
2014,Community Partnerships And Programming,Public Library,1024781,1400466,-0.268257137267167
2013,Community Partnerships And Programming,Public Library,1400466,7883842,-0.822362497878572
2012,Community Partnerships And Programming,Public Library,7883842,8446841,-0.0666520181923633
2011,Community Partnerships And Programming,Public Library,8446841,10676976,-0.208873280224663
2010,Community Partnerships And Programming,Public Library,10676976,NA,NA
2017,Facilites,Public Library,15685501,16488081,-0.0486763741638581
2016,Facilites,Public Library,16488081,17982392,-0.0830985666423021
2015,Facilites,Public Library,17982392,15127215,0.188744392143564
2014,Facilites,Public Library,15127215,12757244,0.185774529357595
2013,Facilites,Public Library,12757244,11690074,0.0912885581391529
2012,Facilites,Public Library,11690074,11004162,0.0623320521817109
2011,Facilites,Public Library,11004162,10706973,0.0277565844240011
2010,Facilites,Public Library,10706973,NA,NA
2017,Information Technology,Public Library,8110764,8285783,-0.0211228075849923
2016,Information Technology,Public Library,8285783,8110107,0.0216613664899859
2015,Information Technology,Public Library,8110107,7712214,0.0515925776955878
2014,Information Technology,Public Library,7712214,6248357,0.234278707186545
2013,Information Technology,Public Library,6248357,5428558,0.151015978829
2012,Information Technology,Public Library,5428558,4462819,0.216396631815003
2011,Information Technology,Public Library,4462819,4748233,-0.0601095186356693
2010,Information Technology,Public Library,4748233,NA,NA
2017,Library Administration,Public Library,27343536,23991651,0.139710476782111
2016,Library Administration,Public Library,23991651,15983693,0.501007996087012
2015,Library Administration,Public Library,15983693,14132203,0.131012128823793
2014,Library Administration,Public Library,14132203,12975541,0.089141716711465
2013,Library Administration,Public Library,12975541,12919195,0.00436141725548689
2012,Library Administration,Public Library,12919195,11506309,0.122792287257365
2011,Library Administration,Public Library,11506309,8961259,0.284005852302673
2010,Library Administration,Public Library,8961259,NA,NA
2017,Main Program,Public Library,18771514,18340389,0.0235068623680774
2016,Main Program,Public Library,18340389,18762368,-0.0224907111938109
2015,Main Program,Public Library,18762368,17750062,0.057031124736353
2014,Main Program,Public Library,17750062,16831120,0.0545977926602627
2013,Main Program,Public Library,16831120,16581913,0.0150288449830849
2012,Main Program,Public Library,16581913,16018651,0.0351628860632521
2011,Main Program,Public Library,16018651,16213634,-0.0120258666255819
2010,Main Program,Public Library,16213634,NA,NA
2017,No Program Defined,Public Library,48417400,46484400,0.0415838431817986
2016,No Program Defined,Public Library,46484400,44127965,0.0534000378218212
2015,No Program Defined,Public Library,44127965,41292594,0.0686653640601993
2014,No Program Defined,Public Library,41292594,37865506,0.0905068586697349
2013,No Program Defined,Public Library,37865506,36899503,0.0261792956940369
2012,No Program Defined,Public Library,36899503,38295942,-0.0364644118167925
2011,No Program Defined,Public Library,38295942,39106069,-0.0207161451078092
2010,No Program Defined,Public Library,39106069,NA,NA
2017,Transitional-Aged Youth Baseline,Public Library,345213,345213,0
2016,Transitional-Aged Youth Baseline,Public Library,345213,NA,NA
2017,Capital Projects,Recreation and Park Commission,22837306,39663610,-0.424225228112116
2016,Capital Projects,Recreation and Park Commission,39663610,24285208,0.633241518870252
2015,Capital Projects,Recreation and Park Commission,24285208,35221279,-0.310496135021105
2014,Capital Projects,Recreation and Park Commission,35221279,12706359,1.77194112019029
2013,Capital Projects,Recreation and Park Commission,12706359,8958972,0.41828314677175
2012,Capital Projects,Recreation and Park Commission,8958972,15765785,-0.431745897841433
2011,Capital Projects,Recreation and Park Commission,15765785,160837560,-0.901976969807301
2010,Capital Projects,Recreation and Park Commission,160837560,NA,NA
2017,Children's Baseline,Recreation and Park Commission,11932130,11538333,0.0341294535354457
2016,Children's Baseline,Recreation and Park Commission,11538333,11204598,0.0297855398292737
2015,Children's Baseline,Recreation and Park Commission,11204598,10625343,0.0545163577307575
2014,Children's Baseline,Recreation and Park Commission,10625343,9650793,0.100981339046439
2013,Children's Baseline,Recreation and Park Commission,9650793,9305425,0.0371146938479435
2012,Children's Baseline,Recreation and Park Commission,9305425,10573977,-0.119969241468938
2011,Children's Baseline,Recreation and Park Commission,10573977,11266015,-0.0614270440790288
2010,Children's Baseline,Recreation and Park Commission,11266015,NA,NA
2017,Children's Svcs - Non - Children's Fund,Recreation and Park Commission,0,0,NaN
2016,Children's Svcs - Non - Children's Fund,Recreation and Park Commission,0,0,NaN
2015,Children's Svcs - Non - Children's Fund,Recreation and Park Commission,0,0,NaN
2014,Children's Svcs - Non - Children's Fund,Recreation and Park Commission,0,0,NaN
2013,Children's Svcs - Non - Children's Fund,Recreation and Park Commission,0,109,-1
2012,Children's Svcs - Non - Children's Fund,Recreation and Park Commission,109,0,Inf
2011,Children's Svcs - Non - Children's Fund,Recreation and Park Commission,0,0,NaN
2010,Children's Svcs - Non - Children's Fund,Recreation and Park Commission,0,NA,NA
2011,Citywide Facilities,Recreation and Park Commission,841950,43286519,-0.980549371502938
2010,Citywide Facilities,Recreation and Park Commission,43286519,NA,NA
2011,Citywide Services,Recreation and Park Commission,2427740,34557280,-0.9297473643759
2010,Citywide Services,Recreation and Park Commission,34557280,NA,NA
2010,Development & Planning,Recreation and Park Commission,600000,NA,NA
2017,General Fund,Recreation and Park Commission,56744776,64158363,-0.11555137402742
2016,General Fund,Recreation and Park Commission,64158363,50201609,0.278014077198203
2015,General Fund,Recreation and Park Commission,50201609,48709246,0.0306381872550439
2014,General Fund,Recreation and Park Commission,48709246,44633289,0.0913210093031683
2013,General Fund,Recreation and Park Commission,44633289,34142643,0.307259341346245
2012,General Fund,Recreation and Park Commission,34142643,34662158,-0.0149879589147335
2011,General Fund,Recreation and Park Commission,34662158,33419412,0.0371863514534606
2010,General Fund,Recreation and Park Commission,33419412,NA,NA
2017,Golden Gate Park,Recreation and Park Commission,18690607,18502572,0.0101626411722651
2016,Golden Gate Park,Recreation and Park Commission,18502572,17753592,0.0421875190102375
2015,Golden Gate Park,Recreation and Park Commission,17753592,17675765,0.00440303432411553
2014,Golden Gate Park,Recreation and Park Commission,17675765,16919614,0.0446907949554878
2013,Golden Gate Park,Recreation and Park Commission,16919614,16457232,0.028095976285684
2012,Golden Gate Park,Recreation and Park Commission,16457232,16744523,-0.0171573116773765
2011,Golden Gate Park,Recreation and Park Commission,16744523,16396398,0.021231797374033
2010,Golden Gate Park,Recreation and Park Commission,16396398,NA,NA
2017,Marina Harbor,Recreation and Park Commission,8552104,8455097,0.0114731977646146
2016,Marina Harbor,Recreation and Park Commission,8455097,8370784,0.010072294303616
2015,Marina Harbor,Recreation and Park Commission,8370784,10156166,-0.175792912404149
2014,Marina Harbor,Recreation and Park Commission,10156166,7059804,0.438590363131894
2013,Marina Harbor,Recreation and Park Commission,7059804,4221040,0.672527149707181
2012,Marina Harbor,Recreation and Park Commission,4221040,3637898,0.160296412928565
2011,Marina Harbor,Recreation and Park Commission,3637898,NA,NA
2010,Marina Yacht Harbor,Recreation and Park Commission,863348,NA,NA
2011,Neighborhood Services,Recreation and Park Commission,30019901,48986405,-0.387178932603852
2010,Neighborhood Services,Recreation and Park Commission,48986405,NA,NA
2017,Parks,Recreation and Park Commission,157803841,155476068,0.0149719055153877
2016,Parks,Recreation and Park Commission,155476068,157119792,-0.0104615973524201
2015,Parks,Recreation and Park Commission,157119792,150154565,0.0463870479062691
2014,Parks,Recreation and Park Commission,150154565,142049530,0.0570578093429806
2013,Parks,Recreation and Park Commission,142049530,138501088,0.0256203185927319
2012,Parks,Recreation and Park Commission,138501088,107578096,0.287446916703192
2011,Parks,Recreation and Park Commission,107578096,NA,NA
2017,Rec & Park Administration,Recreation and Park Commission,652700,770425,-0.152805269818607
2016,Rec & Park Administration,Recreation and Park Commission,770425,152700,4.04535036018337
2015,Rec & Park Administration,Recreation and Park Commission,152700,167280,-0.0871592539454806
2014,Rec & Park Administration,Recreation and Park Commission,167280,152508,0.0968604925643245
2013,Rec & Park Administration,Recreation and Park Commission,152508,152575,-0.000439128297558578
2012,Rec & Park Administration,Recreation and Park Commission,152575,182700,-0.164887794198139
2011,Rec & Park Administration,Recreation and Park Commission,182700,42527132,-0.995703919088642
